fein,employer_name,lca_count,certified_count,worksite_cities,worksite_counties
30-0501704,"ASAR America, Inc",1,1,Lisle,DUPAGE
30-0484922,"WorldQuant, LLC",1,1,Chicago,COOK
30-0454392,"MAQUET Cardiovascular, LLC",1,1,Naperville,WILL
30-0410192,"JR Patel DMD PC",1,1,Carpentersville,KANE
30-0409219,"HDI Global Insurance Company",1,1,Chicago,COOK
30-0404713,"DuPage Montessori School L.P.",1,1,Naperville,DUPAGE
30-0211955,"NGA GROUP, INC.",1,1,CHICAGO,COOK
30-0110335,"Ivanti, Inc.",1,1,"Mount Prospect",COOK
30-0076009,"KSN Technologies, Inc.",1,1,Lisle,DUPAGE
30-0073596,"Captive Resources, LLC",1,1,Itasca,DUPAGE
30-0069475,"1st Bank Card Services, Inc",1,1,Schaumburg,COOK
27-5414262,"Behind the Scenes Chicago LLC,",1,1,Chicago,COOK
27-5304785,"South Loop Montessori, Inc.",1,1,Chicago,COOK
27-5300086,"National Retrofitting Group, LLC",1,1,Niles,COOK
27-5176898,"Verdeco Plastics Inc.",1,1,Channahon,WILL
27-5159928,"Rana Meal Solutions LLC",1,1,Bartlett,COOK
27-5104762,"Hope Charities, Inc",1,1,"Olympia Fields",COOK
27-5089880,"CHUANGYI METALS CORP.",1,1,Chicago,COOK
27-5088829,"SPRUCE INFOTECH INC.",1,1,CHICAGO,COOK
27-5036497,"Polar IT Servcies Inc",1,1,Chicago,COOK
27-5022268,"PREMIER THERAPY, LLC",1,1,"BURR RIDGE",COOK
27-5011096,"VERNON HILLS MONTESSORI ACADEMY",1,1,"Vernon Hills",LAKE
27-5010215,"Lamark Media Group LLC",1,1,Chicago,COOK
27-4842691,"Travere Therapeutics, Inc.",1,1,"Vernon Hills",LAKE
27-4791849,"Carlisle Architectural Metals LLC",1,1,"Elk Grove Village,",COOK
27-4746158,"Mettle Solutions, LLC",1,1,Chicago,COOK
27-4744084,"Ecovue Solutions, LLC",1,1,Libertyville,LAKE
27-4596715,"meteocontrol North America, Inc.",1,1,Schaumburg,COOK
27-4566951,"Essani International LLC",1,1,"South ELgin",KANE
27-4348086,"PROFESSIONAL DENTAL ALLIANCE",1,1,"DOWNERS GROVE",DUPAGE
27-4283994,"RTM Engineering Consultants, LLC",1,1,Chicago,COOK
27-4259966,"Altus Academy",1,1,Chicago,COOK
27-4131205,"PIONEER CONSULTING SERVICES LLC",1,1,Chicago,COOK
27-4002685,"Weber-Stephen Products, LLC",1,1,Palatine,COOK
27-3844563,"IDOL SOFT, INC.",1,1,BROOKFIELD,COOK
27-3779826,"Walkwater Technologies Inc",1,1,"Des Plaines",COOK
27-3699419,"Amberleaf Cabinetry, Inc.",1,1,Chicago,COOK
27-3666786,"Watermelon Express",1,1,Elgin,KANE
27-3635750,"DEMETER MILLWORK LLC",1,1,CHICAGO,COOK
27-3615075,"The Harbor Picture Company, Inc.",1,1,Chicago,COOK
27-3549638,"BELL INFO SOLUTIONS, LLC.",1,1,SCHAUMBURG,COOK
27-3504799,"Ayalytical Instruments, Inc",1,1,Chicago,COOK
27-3455013,"Bukhari Group Inc",1,1,Chicago,COOK
27-3425282,"PRECISION TECHNOLOGIES CORP.",1,1,"PROSPECT HEIGHTS",COOK
27-3312261,"Station Casinos LLC",1,1,"Hanover Park",DUPAGE
27-3307012,"TZG Accounting LLC",1,1,Chicago,COOK
27-3229076,"Computek Solutions Inc.",1,1,Naperville,WILL
27-3146174,"Morton Salt, Inc.",1,1,Chicago,COOK
27-3034877,"SKR Soft Inc",1,1,Grayslake,LAKE
27-3033003,"HRK Solutions LLC",1,1,Chicago,COOK
27-2950164,"Mid-West Mfg. LLC",1,1,"Chicago Heights",COOK
27-2927210,"EVERYWHERE WIRELESS LLC",1,1,CHICAGO,COOK
27-2856689,"Cell Biologics, Inc",1,1,Chicago,COOK
27-2833711,"The Garage Group, Inc.",1,1,Chicago,COOK
27-2600889,"NS IT  Solutions, LLC",1,1,Naperville,DUPAGE
27-2534625,"SAI TECHNOLOGIES, LLC.",1,1,NAPERVILLE,DUPAGE
27-2524278,"Safe Life Home Health Care LLC",1,1,Lombard,DUPAGE
27-2430529,"Mainspring Energy, Inc.",1,1,Plainfield,WILL
27-2408581,"International Valve Marketing, LLC",1,1,"Sugar Grove",KANE
27-2404165,"Sprout Social, Inc.",1,1,Chicago,COOK
27-2245888,"HealthTap, Inc.",1,1,Chicago,COOK
27-2243855,"Sentier LLC",1,1,Naperville,DUPAGE
27-2147843,"Argon Medical Devices, Inc.",1,1,Wheeling,COOK
27-2096434,"Apps Solutions Inc",1,1,Northbrook,COOK
27-2031099,"UL VERIFICATION SERVICES INC.",1,1,Northbrook,COOK
27-2006422,"Prepay Nation, LLC",1,1,Naperville,DUPAGE
27-1833237,"Lark Technologies, Inc.",1,1,Chicago,COOK
27-1797837,"Endpoint Clinical L.P.",1,1,"Des Plaines",COOK
27-1705803,"Aroha Technologies Inc",1,1,Aurora,WILL
27-1560688,"RiverNorth Capital Management, LLC",1,1,Chicago,COOK
27-1510177,"Gainwell Technologies LLC",1,1,Chicago,COOK
27-1496374,"Troax, Inc.",1,1,"Blue Island",COOK
27-1451273,"Berkeley Research Group, LLC",1,1,Chicago,COOK
27-1444897,"StreamLink Software Inc",1,1,Naperville,DUPAGE
27-1423396,"Pranajaya, Inc.",1,1,CHICAGO,COOK
27-1242194,"Torch Architecture, Inc.",1,1,Naperville,DUPAGE
27-1177796,"Baanyan Software Services, Inc",1,1,Naperville,DUPAGE
27-1175614,"Ovative Group LLC",1,1,Chicago,COOK
27-1074973,"Ark Infotech LLC",1,1,Wheeling,COOK
27-1069557,"PURE STORAGE, INC.",1,1,Naperville,DUPAGE
27-1054892,"IT KeySource Inc.",1,1,Chicago,COOK
27-0989767,"Nutanix, Inc.",1,1,Chicago,COOK
27-0891569,"SIVANANTHAN LABORATORIES, INC.",1,1,Bolingbrook,WILL
27-0887711,"Sam's Beauty, Inc.",1,1,"Mount Prospect",COOK
27-0865008,"MGLM Architects, Ltd.",1,1,Chicago,COOK
27-0863860,"Soyventis North America LLC",1,1,Bolingbrook,WILL
27-0836130,"LORHAN CORPORATION INC.",1,1,ROSEMONT,COOK
27-0690483,"INAVISTA SOLUTIONS, INC.",1,1,Algonquin,MCHENRY
27-0652755,"Elementum Advisors, LLC",1,1,Chicago,COOK
27-0627409,"SunVest Solar, LLC",1,1,Chicago,COOK
27-0600609,"DSM-H, LLC",1,1,Chicago,COOK
27-0435025,"Quora, Inc.",1,1,NAPERVILLE,DUPAGE
27-0425334,"PY DATA SOLUTIONS, INC",1,1,DesPlaines,COOK
27-0390305,"Valorem Reply, LLC",1,1,Chicago,COOK
27-0383222,"General Motors",1,1,Grayslake,LAKE
27-0288482,"Shopkick, Inc.",1,1,"Hoffman Estates",COOK
27-0094257,"Veolia Water Technologies, Inc.",1,1,PLAINFIELD,WILL
27-0087176,"CGI Federal Inc.",1,1,"Indian Creek",LAKE
27-0007577,"Boraam Industries, Inc.",1,1,Mundelein,LAKE
26-4818999,"Carbon Visual Effects, LLC",1,1,Chicago,COOK
26-4797258,"Kettle Solutions LLC",1,1,Chicago,COOK
26-4787307,"Wave Solutions Inc.",1,1,Schaumburg,COOK
26-4757075,"Kinesso, LLC",1,1,Chicago,COOK
26-4694196,"Recurrent Energy Development Holdings, LLC",1,1,Chicago,COOK
26-4627550,"D&W Fine Pack, LLC",1,1,"Wood Dale",DUPAGE
26-4550756,"Indus River Technologies Inc",1,1,Deerfield,LAKE
26-4324106,"AlphaSense Inc.",1,1,Chicago,COOK
26-4288641,"The Bennu Group Inc.",1,1,"South Holland",COOK
26-4244586,"Reliance Partners LLC",1,1,"Buffalo Grove",LAKE
26-4228653,"Hearthside Food Solutions, LLC",1,1,"Des Plaines",COOK
26-4215024,"INTELLIHOT INC.",1,1,"Vernon Hills",LAKE
26-4032844,"Leapfrog Product Development, LLC",1,1,Chicago,COOK
26-4029427,"Accordion Partners LLC",1,1,Chicago,COOK
26-3985008,"Bridge 12 Technologies, Inc.",1,1,Naperville,DUPAGE
26-3954988,"Curriculum Associates, LLC.",1,1,Schaumburg,COOK
26-3830769,"Vestian Group, Inc.",1,1,Chicago,COOK
26-3795226,"Klein Tools, Inc.",1,1,Lincolnshire,LAKE
26-3694085,"ALTAIR PRODUCTDESIGN, INC.",1,1,Chicago,COOK
26-3523554,"Global Visse Inc",1,1,Chicago,COOK
26-3513949,"Fluent360 LLC",1,1,Chicago,COOK
26-3505687,"Instructure, Inc.",1,1,Chicago,COOK
26-3451307,"Access Online Inc.",1,1,Wheeling,COOK
26-3383013,"CONNVERTEX TECHNOLOGIES INC",1,1,CHICAGO,COOK
26-3374864,Exzac,1,1,Chicago,COOK
26-3267033,"Bosch Brake Components LLC",1,1,"Oakbrook Terrace",DUPAGE
26-3256372,"MAXICARE THERAPY SERVICES, INC.",1,1,CARPENTERSVILLE,KANE
26-3189776,"Origami Capital Partners, LLC",1,1,Chicago,COOK
26-3185663,"Montessori Foundations of Chicago, Inc.",1,1,Chicago,COOK
26-3078734,"VSION TECHNOLOGIES INC",1,1,Chicago,COOK
26-3048093,"Nationwide Property & Appraisal Services LLC",1,1,Chicago,COOK
26-2991678,"Garza Karhoff Engineering LLC",1,1,Chicago,COOK
26-2985460,"United IT Solutions, Inc",1,1,"Lake Bluff",LAKE
26-2793313,"COOPER & ASSOCIATES LLC",1,1,"NEW LENOX",WILL
26-2740965,"Nestl̩ Nutrition R&D Centers, Inc.",1,1,Chicago,COOK
26-2727972,"TAS Powered Energy, Inc.",1,1,Schaumburg,COOK
26-2503535,"MAS Chicago NFP",1,0,"Palos Park",COOK
26-2503530,"MAS Chicago NFP",1,1,"Palos Park",COOK
26-2481486,"Premier Research International, LLC",1,1,Lisle,DUPAGE
26-2458212,"Prevail Health Solutions LLC",1,1,Chicago,COOK
26-2437558,"CMIC, INC.",1,1,"Hoffman Estates",COOK
26-2418031,"SRI Software Solutions LLC",1,1,Waukegan,LAKE
26-2321996,"Mikan & Associates LLC",1,1,Lincolnshire,COOK
26-2311244,"MUKHIJI INC",1,1,"EAST DUNDEE",COOK
26-2308673,"Searce Inc.",1,1,Chicago,COOK
26-2205032,"Service Oriented Solutions LLC",1,1,Chicago,COOK
26-2192319,"A1 Kaiser Inc",1,1,Chicago,COOK
26-2121790,"Studio ARQ, LLC",1,1,Chicago,COOK
26-2040384,"Lucent IT solutions",1,1,Waukegan,LAKE
26-2033804,"Piazza Italia, LLC",1,1,Northbrook,COOK
26-1919051,"Alyeska Investment Group, L.P.",1,1,Chicago,COOK
26-1889502,"GAVS Technologies NA Inc",1,1,Chicago,COOK
26-1829433,"Inyxa LLC",1,1,"Arlington Heights",COOK
26-1791384,"ZionTech Solutions, Inc.",1,1,"Oak Brook",DUPAGE
26-1719753,"GLOBALGATE IT SOLUTIONS, LLC",1,1,WAUKEGAN,LAKE
26-1691946,"Vastika Inc",1,1,Chicago,COOK
26-1691118,"Tango Management Consulting LLC",1,1,Plainfield,WILL
26-1632141,"German School Chicago, NFP",1,1,Chicago,COOK
26-1624496,"Global Data Solutions, Inc.",1,1,Lisle,DUPAGE
26-1614980,"System One Holdings, LLC",1,1,"Lake Forest",LAKE
26-1544182,"BackOffice Associates, LLC",1,1,Aurora,DUPAGE
26-1470473,"CapstoneUSA LLC",1,1,Lombard,DUPAGE
26-1463205,"MONGODB, INC.",1,1,Chicago,COOK
26-1454906,"Kenco Management Services, LLC",1,1,Naperville,DUPAGE
26-1429475,"Tradeweb Markets LLC",1,1,Chicago,COOK
26-1391405,"INSPIRIX TECHNOLOGIES LLC",1,1,Chicago,COOK
26-1375644,"Franklin Energy Services, LLC",1,1,Naperville,WILL
26-0903674,"AMERITECH GLOBAL INC.",1,1,NAPERVILLE,DUPAGE
26-0902725,"RECRUITING MINDS INC.",1,1,Streamwood,COOK
26-0896043,"Divis Solutions Inc",1,1,Chicago,COOK
26-0871938,"Hanwha Q Cells America, Inc.",1,1,Chicago,COOK
26-0823517,"NITYA SOFTWARE SOLUTIONS INC",1,1,Chicago,COOK
26-0817311,"KYI Enterprises Inc",1,1,"Morton Grove",COOK
26-0768059,"INEOS Styrolution America LLC",1,1,Channahon,WILL
26-0734853,"SCHRILL TECHNOLOGIES INC",1,1,Chicago,COOK
26-0584632,"Arcus Technologies",1,1,Lisle,DUPAGE
26-0557685,"Alvogen Group Inc.",1,1,"Arlington Heights",COOK
26-0544503,"Oberon IT Inc",1,1,Chicago,COOK
26-0518877,"REMOTE TIGER, INC.",1,1,Chicago,COOK
26-0452115,"MNML, LLC",1,1,Chicago,COOK
26-0436506,"Celersoft LLC",1,1,Addison,DUPAGE
26-0434499,"Vista Equity Partners Management, LLC",1,1,Chicago,COOK
26-0357134,"TECHMINDS GROUP, LLC",1,1,Chicago,COOK
26-0331862,"ServiceTitan, Inc.",1,1,Chicago,COOK
26-0283492,"L. W. Mountain Inc.",1,1,"East Dundee",KANE
26-0099631,"GAMEVISION CORPORATION",1,1,Naperville,DUPAGE
26-0079734,"MDC ARCHITECTS P.C.",1,1,STREAMWOOD,COOK
26-0076803,"Prime Therapeutics LLC",1,1,Aurora,DUPAGE
26-0028406,"ITW Food Equipment Group LLC",1,1,Glenview,COOK
25-1877047,"RWaltz Software Services Group Inc.",1,1,Naperville,DUPAGE
25-1795344,"LendingTree, LLC",1,1,Chicago,COOK
25-1701361,"PDF Solutions, Inc.",1,1,"Deer Park",COOK
25-1615902,"Westinghouse Air Brake Technologies Corp",1,1,Chicago,COOK
25-1390574,"Peak Technical Services, Inc.",1,1,"Franklin Park",COOK
25-1291977,"Martins Famous Pastry Shoppe, Inc.",1,1,Evanston,COOK
25-1211621,"Mylan Inc.",1,1,Bolingbrook,WILL
25-0965219,"American Institutes for Research",1,1,Chicago,COOK
25-0598210,"American General Life Insurance Company",1,1,Chicago,COOK
23-7203666,"The J. David Gladstone Institutes",1,1,Chicago,COOK
23-7181444,"Kenneth Young Center",1,1,"Arlington Heights",COOK
23-3064919,"TURNBERRY SOLUTIONS, INC.",1,1,Chicago,COOK
23-2986151,"SURE TECH SERVICES, INC.",1,1,CHICAGO,COOK
23-2872921,"JUDGE TECHNICAL SERVICES INC",1,1,LIBERTYVILLE,LAKE
23-2432816,"Anton Paar USA, Inc.",1,1,"Vernon Hills",LAKE
23-2180878,"Computer Aid, Inc.",1,1,Chicago,COOK
23-2127291,"Akzo Nobel Coatings, Inc.",1,1,Waukegan,LAKE
23-2015935,"Communications Test Design, Inc.",1,1,Plainfield,WILL
23-1662471,"ID LOGISTICS WAREHOUSING, LLC",1,1,Elwood,WILL
23-1554199,"TTX Company",1,1,Chicago,COOK
23-1043740,"SKF USA Inc.",1,1,Waukegan,LAKE
23-0664795,"Hill-Rom Manufacturing, Inc.",1,1,Chicago,COOK
23-0332575,"TE Connectivity Corporation",1,1,Chicago,COOK
22-3803887,"BECKER SPECIALTY CORP",1,1,"Elk Grove Village",COOK
22-3789761,"Mott MacDonald Group Inc.",1,1,Chicago,COOK
22-3722130,"Prescient Healthcare Group, Inc.",1,1,Northbrook,COOK
22-3703452,"3i INFOTECH INC.",1,1,CHICAGO,COOK
22-3688948,"Mindlance Inc.",1,1,"Vernon Hills",LAKE
22-3641325,"VIRTUSA CONSULTING SERVICES PVT., LTD",1,1,CHICAGO,COOK
22-3631006,"Americold Logistics LLC",1,1,Wheaton,DUPAGE
22-3592796,"Strategic Resources International Inc",1,1,Bloomingdale,DUPAGE
22-3587348,"GB Tech, Inc.",1,1,"Des Plaines",COOK
22-3536104,"EPAM Systems Inc.",1,1,Chicago,COOK
22-3514823,"Ingredion Inc.",1,1,"Bedford Park",COOK
22-3490566,"Softcom Systems Inc",1,1,Chicago,COOK
22-3468527,"PGIM Investments, LLC",1,1,Palatine,COOK
22-3459176,"National Consulting Group Inc",1,1,Chicago,COOK
22-3167382,"Langan Engineering and Environmental Services, LLC",1,1,Willowbrook,DUPAGE
22-3150043,"Macrosoft, Inc.",1,1,Chicago,COOK
22-2937469,"Publicis Health, LLC",1,1,Chicago,COOK
22-2921566,"Visionet Systems Inc.",1,1,"Arlington Heights",COOK
22-2581864,"Camin Cargo Control, Inc.",1,1,Chicago,COOK
22-2540245,"PGIM, Inc.",1,1,Palatine,COOK
22-2423556,"Spectrum Brands Inc.",1,1,Aurora,DUPAGE
22-2112296,"Mathematica, Inc.",1,1,Chicago,COOK
22-1272390,"Selective Insurance Company of America",1,1,Mundelein,LAKE
20-8996172,"Victory Park Capital Advisors, LLC",1,1,Chicago,COOK
20-8980370,"Moelis & Company Group LP",1,1,Chicago,COOK
20-8976468,"Sunmik LLC",1,1,Chicago,COOK
20-8940016,"Mars Food US, LLC",1,1,Chicago,COOK
20-8782926,"Symbotic LLC",1,1,"Melrose Park",COOK
20-8687603,"CORPORATE COMPUTER SOLUTIONS LLC",1,1,Chicago,COOK
20-8585167,"Set Forth, Inc",1,1,Schaumburg,COOK
20-8536198,"Mican Technologies, Inc.",1,1,Chicago,COOK
20-8486545,"Cheng Cohen LLC",1,1,Chicago,COOK
20-8469220,"AB TECHNOLOGIES INC",1,1,"Buffalo Grove",LAKE
20-8424874,"Gaea Global Technologies, Inc.",1,1,Chicago,COOK
20-8424306,"Amazon Development Center U.S., Inc.",1,1,Chicago,COOK
20-8401973,"Attadale Partners, LLC",1,1,Schaumburg,COOK
20-8305850,"Enterprise Information Resources Inc.",1,1,"Buffalo Grove",LAKE
20-8248028,"Blackwood Group LLC",1,1,Chicago,COOK
20-8236097,"Aramark Management, LLC",1,1,Chicago,COOK
20-8156535,"INNOERA, INC.",1,1,Palatine,COOK
20-8135307,"Bio-Med Services, Inc",1,1,Chicago,COOK
20-8098412,"PT Asset Management LLC",1,1,Chicago,COOK
20-8091616,"Scepter Technologies, Inc",1,1,Aurora,DUPAGE
20-8059086,"Chaucer America Inc",1,1,Chicago,COOK
20-8058531,"Legal & General Investment Management America Inc.",1,1,Chicago,COOK
20-8018832,"Ares Operations, LLC",1,1,Chicago,COOK
20-5963953,"IMPERIAL BAG & PAPER CO LLC",1,1,Chicago,COOK
20-5917628,"ORASYS, LLC",1,1,Chicago,COOK
20-5901036,"Midwest Foods Manufacturing, Inc.",1,1,"Franklin Park",COOK
20-5781539,"Millennium Bank",1,1,"Des Plaines",COOK
20-5726509,"Wise Equation Solutions Inc",1,1,Wheeling,COOK
20-5708563,"Promus Holdings, LLC",1,1,Chicago,COOK
20-5658928,"JUMP OPERATIONS, LLC",1,1,Chicago,COOK
20-5589196,"MAT Holdings, Inc.",1,1,"Long Grove",LAKE
20-5522946,"Sagent Pharmaceuticals, Inc.",1,1,Schaumburg,COOK
20-5511045,"Applied Systems, Inc.",1,1,Chicago,COOK
20-5469677,"VYZER SOLUTIONS, INC",1,1,PALATINE,COOK
20-5387172,"Elematec USA Corporation",1,1,Itasca,DUPAGE
20-5353961,"Engineering Services Group, Inc.",1,1,Aurora,DUPAGE
20-5352448,"COMMITPOINT INC",1,1,Chicago,COOK
20-5269871,"TMP Worldwide Advertising & Communications, LLC",1,1,Chicago,COOK
20-5154355,"BURO HAPPOLD CONSULTING ENGINEERS, INC.",1,1,Chicago,COOK
20-5132044,"St. Regis Inc.",1,1,Itasca,DUPAGE
20-5123774,"XLYSI, LLC",1,1,"Vernon Hills",LAKE
20-4977238,"Nexgen Packaging, LLC.",1,1,Westmont,DUPAGE
20-4957749,"Flavia Lamberghini P.C.",1,1,Chicago,COOK
20-4931794,"Infomatics Corp",1,1,Chicago,COOK
20-4924762,"Starr Insurance Holdings, Inc.",1,1,Chicago,COOK
20-4911953,"All Community Events, Inc.",1,1,"Lake Zurich",LAKE
20-4904456,"Frontier IT Solutions Inc",1,1,Riverwoods,LAKE
20-4897231,"Climate LLC",1,1,Chicago,COOK
20-4790294,"Frank Cai CPA, P.C.",1,1,Lisle,DUPAGE
20-4770761,"Amko Software Solutions, Inc.",1,1,"Glen Ellyn",DUPAGE
20-4615723,"Morrissey Goodale LLC",1,1,Chicago,COOK
20-4611339,"DELTA SYSTEM &SOFTWARE, INC.",1,1,Waukegan,LAKE
20-4574061,"HOLISTIC HEALTH PARTNERS, INC.",1,1,"DES PLAINES",COOK
20-4564115,"Price for Profit, LLC",1,1,Chicago,COOK
20-4526283,"Orpine Inc",1,1,Naperville,DUPAGE
20-4510863,"Verism Systems Inc.",1,1,Chicago,COOK
20-4473811,"Brookfield Asset Management LLC",1,1,Chicago,COOK
20-4429448,"Coupa Software, Inc.",1,1,Chicago,COOK
20-4328582,"Evoke Technologies",1,1,Rosemont,COOK
20-4269033,"Fusion Global Solutions LLC",1,1,Chicago,COOK
20-4246891,"Aita Consulting Services, Inc.",1,1,Aurora,DUPAGE
20-4197274,"AQL Technologies Inc",1,1,"Park Ridge",COOK
20-4140815,"Citywide Real Estate Inc",1,1,Chicago,COOK
20-4127032,"GLOBALPOINT, INC.",1,1,WAUKEGAN,LAKE
20-4074984,"Lakha Enterprises, Inc.",1,1,Chicago,COOK
20-3978521,"Waukegan Illinois Hospital Company",1,1,Waukegan,LAKE
20-3855926,"SageSure Insurance Managers, LLC",1,1,Chicago,COOK
20-3822878,"Clapham School",1,1,Wheaton,DUPAGE
20-3801131,"HADIAMONDSTAR SOFTWARE SOLUTIONS, LLC.",1,1,Chicago,COOK
20-3798025,"Skender Group LLC",1,1,Chicago,COOK
20-3584299,"COMTEK GLOBAL, INC.",1,1,Naperville,DUPAGE
20-3469219,"Infor (US), LLC",1,1,Chicago,COOK
20-3465044,"Vigilant Technologies LLC",1,1,Chicago,COOK
20-3233972,"Cogent Integrated Business Solutions Inc",1,1,Chicago,COOK
20-3187505,"Trossen Robotics, LLC",1,1,"Downers Grove",DUPAGE
20-3185224,"KMA Zuckert LLP",1,1,Chicago,COOK
20-3168757,"Cynosure Technologies,  LLC",1,1,Elmhurst,DUPAGE
20-3157651,"Mantis Innovation, LLC",1,1,Schaumburg,COOK
20-3074058,"AGILANT SOLUTIONS, INC.",1,1,NAPERVILLE,DUPAGE
20-3045751,"Meridiansoft, Inc.",1,1,Aurora,DUPAGE
20-3034990,"Chicago Hotel Management Services Company LLC",1,1,Chicago,COOK
20-2978756,"Questpay, Inc.",1,1,Deerfield,LAKE
20-2964048,"HighPoint Dental Inc.",1,1,Romeoville,WILL
20-2927600,"US Law Group LLC",1,1,Deerfield,COOK
20-2850866,"AVEnterprise, Inc",1,1,Schaumburg,COOK
20-2822215,"Real World Technologies Inc",1,1,Chicago,COOK
20-2779385,"CPG International LLC",1,1,Chicago,COOK
20-2714444,"Box, Inc.",1,1,Chicago,COOK
20-2670270,"Ocean Blue Express, Inc.",1,1,"Mount Prospect",COOK
20-2632791,"HubSpot, Inc.",1,1,Chicago,COOK
20-2621720,"Motor Vehicle Software Corporation",1,1,Gurnee,LAKE
20-2497734,"Dyson Technology Inc.",1,1,Chicago,COOK
20-2497305,"MOURI Tech LLC",1,1,"Villa Park",DUPAGE
20-2444069,"TCC Wireless, LLC.",1,1,Bloomingdale,DUPAGE
20-2419519,"Taos Global Group Inc.",1,1,Chicago,COOK
20-2275479,"Phreesia, Inc.",1,1,"Buffalo Grove",LAKE
20-2199788,"Becknell Services LLC",1,1,"La Grange",COOK
20-2142932,"Bright Power, Inc.",1,1,Chicago,COOK
20-2119936,"K-Source, Inc.",1,1,"Hoffman Estates",COOK
20-2092663,"PT Solutions Holdings, LLC",1,1,Evanston,COOK
20-2079434,"Magnetar Capital, LLC",1,1,Evanston,COOK
20-1996855,"AML Rightsource LLC",1,1,Chicago,COOK
20-1957211,"Wes-Tech Automation Solutions, LLC",1,1,"Buffalo Grove",COOK
20-1870760,"Bailey Edward Design Inc",1,1,Chicago,COOK
20-1854266,"Yelp Inc.",1,1,Aurora,DUPAGE
20-1797811,"ABNA OF ILLINOIS, INC.",1,1,"BURR RIDGE",COOK
20-1788303,"Info Services, LLC",1,1,Chicago,COOK
20-1738732,"Saram Solutions, Inc.",1,1,Aurora,KANE
20-1672302,"Amensys Inc",1,1,Chicago,COOK
20-1669480,"Empower Professionals Inc",1,1,"Vernon Hills",LAKE
20-1653222,"Greycell Labs Inc",1,1,"Vernon Hills",LAKE
20-1572116,"Tenpearls LLC",1,1,Chicago,COOK
20-1476105,"Enavate, Inc.",1,1,"Glendale Heights",DUPAGE
20-1449012,"RITE PROS, INC",1,1,Mettawa,LAKE
20-1428768,"IT America, Inc.",1,1,Willowbrook,DUPAGE
20-1417717,"MaxMark, Inc.",1,1,Chicago,COOK
20-1391168,"Live Oak, P.C.",1,1,Chicago,COOK
20-1307980,"SE3, LLC",1,1,Lisle,DUPAGE
20-1299595,"Reveille Technologies, Inc",1,1,Chicago,COOK
20-1277148,"Ares Capital Management LLC",1,1,Chicago,COOK
20-1177241,"HSBC Bank USA, N.A",1,1,Chicago,COOK
20-1170417,"Infoville Inc",1,1,Naperville,DUPAGE
20-1165860,"AAA Virginia Consulting Inc",1,1,Plainfield,WILL
20-1157630,"Alvarez & Marsal Tax, LLC",1,1,Chicago,COOK
20-1105490,"CONCH TECHNOLOGIES INC",1,1,Chicago,COOK
20-1067717,"ECS Midwest, LLC",1,1,"Buffalo Grove",LAKE
20-1030495,"C-Vision Inc",1,1,Lisle,DUPAGE
20-1027574,"Frontage Laboratories, Inc.",1,1,Chicago,COOK
20-0970684,"Sagitec Solutions, LLC",1,1,Aurora,DUPAGE
20-0901797,"Studio Dental LLC",1,1,Chicago,COOK
20-0819808,"AG&E Associates, PLLC",1,1,Naperville,DUPAGE
20-0763296,"CYBAGE SOFTWARE INC",1,1,NAPERVILLE,DUPAGE
20-0753999,"THOUGHT BYTE, INC.",1,1,CHICAGO,COOK
20-0723225,"Convexio, Inc.",1,1,Schaumburg,DUPAGE
20-0517649,"Greatland Home Health Services Inc",1,1,Naperville,DUPAGE
20-0509196,"Market Track, LLC",1,1,Chicago,COOK
20-0483007,"VENNSYS LLC",1,1,BOLINGBROOK,WILL
20-0469279,"dunnhumby, Inc.",1,1,Chicago,COOK
20-0458656,"HGS Digital LLC",1,1,Chicago,COOK
20-0428820,"Intersoft Data Labs, Inc.",1,1,"Vernon Hills",LAKE
20-0427544,"Yoh, A Day & Zimmermann Company",1,1,Chicago,COOK
20-0388168,"Mejenta Systems, Inc",1,1,Chicago,COOK
20-0372336,"WINDYCITY TECHNOLOGIES INC.,",1,1,Chicago,COOK
20-0293881,"Project: VISION, Inc.",1,1,Chicago,COOK
20-0253005,"The Hanover Research Council LLC",1,1,Chicago,COOK
20-0108244,"Speridian Technologies, LLC",1,1,Chicago,COOK
20-0104555,"Thoughtwave Software and Solutions Inc",1,1,Chicago,COOK
20-0062867,"Infoblox Inc.",1,1,Naperville,DUPAGE
20-0037122,"SmartWorks, LLC",1,1,Westchester,COOK
16-1668625,"Wellspring Worldwide, Inc.",1,1,Chicago,COOK
16-1661155,"Prolific Technologies, Inc",1,1,Chicago,COOK
16-1570188,"Logistics Plus, Inc.",1,1,Woodridge,DUPAGE
16-1385584,"New York Air Brake LLC",1,1,"Elk Grove Village",COOK
16-1171179,"SP Plus Corporation",1,1,Chicago,COOK
16-0698950,"Cannon Design, Inc.",1,1,Chicago,COOK
16-0505790,"Phillips Lytle LLP",1,1,Chicago,COOK
14-1990721,"ATLAS ENGINEERING GROUP, LTD.",1,1,DEERFIELD,LAKE
14-1911674,"Jo Chicago LLC",1,1,Chicago,COOK
13-5611820,"SUMITOMO MITSUI BANKING CORPORATION",1,1,Naperville,WILL
13-5591991,"U.S. Soccer Federation, Inc.",1,1,Chicago,COOK
13-5582869,"New York Life Insurance Company",1,1,"Buffalo Grove",LAKE
13-5536844,"Willkie Farr & Gallagher LLP",1,1,Chicago,COOK
13-4287640,"Houseal Lavigne Associates, LLC",1,1,Chicago,COOK
